chrom	gene	str.id	str.start	alpha	alpha.se	alpha.pval	beta	beta.se	beta.pval	linear.beta	linear.beta.se	linear.pval	quad_rsq	lin_rsq	delta_aic	anova_pval
chr7	ENSG00000001626.10_13	STR_117212041	117212041	0.112110883047	0.0912823849151	0.220513090231	0.0544233488432	0.0958801954487	0.570793608147	0.10513490807111232	0.06460461402737432	0.10489098739139939	0.011487968599955711	0.010238991483367599	-18.07059844033938	nan
chr7	ENSG00000001626.10_13	STR_117213091	117213091	-0.0427301481227	0.0574634147681	0.457934238896	0.00349268815294	0.00373973206938	0.351391985141	-0.04689583666392867	0.07021658819663713	0.5049336341930881	0.0061499013133440306	0.0020800370337769047	-10.917558448496266	nan
chr7	ENSG00000001626.10_13	STR_117220202	117220202	None	None	None	None	None	None	None	None	None	None	None	None	None
chr7	ENSG00000001626.10_13	STR_117223697	117223697	-0.289629111623	0.636457045275	0.649561292814	0.0815095918304	0.141803498615	0.56607461989	-0.10340878462266655	0.07417683954786168	0.16484670529425088	0.011321541454535455	0.0096717333746138	-18.518947653156943	nan
chr7	ENSG00000001626.10_13	STR_117224966	117224966	-0.445794921083	0.548790331095	0.417539609092	0.0770488890002	0.0934722276815	0.410719532991	-0.00941150762117733	0.0690195064995053	0.8916684921453845	0.003360798272257992	8.93866251064912e-05	3.223813797799039	nan
chr7	ENSG00000001626.10_13	STR_117225684	117225684	None	None	None	None	None	None	None	None	None	None	None	None	None
chr7	ENSG00000001626.10_13	STR_117226829	117226829	-0.000458163228873	0.001929271271	0.81253127117	3.50297765056e-06	5.5266828927e-06	0.526926980644	0.013488713330608729	0.07458685407565888	0.856673651266903	0.0021999560081656933	0.00016515036961683993	-17.777479581887178	nan
chr7	ENSG00000001626.10_13	STR_117233635	117233635	0.0536558108379	0.0988257958884	0.58764448642	-0.000580910168194	0.00103974076716	0.576846467169	0.017855867700838822	0.06427440712327291	0.7813822967383194	0.0015059645863622073	0.0002978904666072202	-16.047539655795276	nan
chr7	ENSG00000001626.10_13	STR_117235260	117235260	None	None	None	None	None	None	None	None	None	None	None	None	None
chr7	ENSG00000001626.10_13	STR_117235940	117235940	-1.48747220323e-05	0.00102591005542	0.988442913354	3.02995815236e-07	3.92308081034e-06	0.938496447719	-0.005481577554993704	0.06386168380257194	0.9316632682335305	2.8227838825722884e-05	2.822783882594493e-05	-16.431499828612914	nan
chr7	ENSG00000001626.10_13	STR_117237868	117237868	0.0146166494951	0.0158174572253	0.356808860406	0.000514805958133	0.000809281262598	0.525585611202	-0.08925135357256196	0.08101592538256328	0.272227177240662	0.009804090186546044	0.00734586489629252	-11.860971216843211	nan
chr7	ENSG00000001626.10_13	STR_117243229	117243229	None	None	None	None	None	None	None	None	None	None	None	None	None
chr7	ENSG00000001626.10_13	STR_117248262	117248262	0.313821592585	0.125207386333	0.0128270145946	-0.0209285372619	0.00818921276507	0.0111877314643	0.01344055928571055	0.06422228057908945	0.8343966128982926	0.025431456470085823	0.00017308822948391978	-15.426637820300357	nan
chr7	ENSG00000001626.10_13	STR_117250441	117250441	None	None	None	None	None	None	None	None	None	None	None	None	None
chr7	ENSG00000001626.10_13	STR_117250480	117250480	0.207903366895	0.135087277009	0.126022380438	-0.0383872826333	0.0193710991792	0.0494461348187	0.11023317714661489	0.09292150436595437	0.23746941525521376	0.03639424936171187	0.009745474368914042	-33.94800966551969	nan
chr7	ENSG00000001626.10_13	STR_117252061	117252061	2.44382219246	3.34528442019	0.466528141151	-0.366003642375	0.518922298551	0.482016118858	-0.1893449090811623	0.1029759715982617	0.0684695614435882	0.0319697784736207	0.02785383688487786	-28.798886707643533	nan
chr7	ENSG00000001626.10_13	STR_117252289	117252289	0.00120089412342	0.0348644602001	0.972556258294	0.00108009302172	0.0158177407506	0.945626723207	-0.0006351247475959386	0.06901883685497977	0.9926667637563291	2.3268701907608325e-05	4.1307485421082646e-07	6.909704530934732	nan
chr7	ENSG00000001626.10_13	STR_117257335	117257335	0.140306064446	0.109919859727	0.203799467758	-0.00816440897073	0.00768123971249	0.289557398564	-0.08448851859263107	0.08890872063422338	0.34350691429842073	0.013554215152041027	0.006024156286460247	-24.77277191236027	nan
chr7	ENSG00000001626.10_13	STR_117257644	117257644	-2.14859573818e-05	0.000677506802463	0.974725813629	5.56878005212e-07	6.76630706326e-07	0.411276940085	-0.011453075957807746	0.06498779949134369	0.8602508995652394	0.0028031302955482396	0.000122745841049543	-15.61670087614334	nan
chr7	ENSG00000001626.10_13	STR_117258533	117258533	0.0266599372643	0.0258894882779	0.304091229177	0.000558660547195	0.0101979145874	0.956354828398	0.0656326556261276	0.06370259585804297	0.30383503297217274	0.004109165414294402	0.0040975361597510584	-11.004493916533875	nan
chr7	ENSG00000001626.10_13	STR_117260129	117260129	-0.259739596191	0.522540397522	0.619596035883	0.0455966110219	0.0991744606376	0.646105280108	0.03205156870574016	0.06669389436574415	0.6312547545436165	0.001844192470494943	0.00096138525896039	-14.262661466271993	nan
chr7	ENSG00000001626.10_13	STR_117260709	117260709	None	None	None	None	None	None	0.0	0.06637166714589808	1.0	None	None	None	None
chr7	ENSG00000001626.10_13	STR_117261155	117261155	None	None	None	None	None	None	None	None	None	None	None	None	None
chr7	ENSG00000001626.10_13	STR_117271046	117271046	None	None	None	None	None	None	None	None	None	None	None	None	None
chr7	ENSG00000001626.10_13	STR_117272613	117272613	0.186344213873	0.114527446433	0.105370735185	-0.00958974832514	0.00580732662848	0.100316656208	0.0028522617078504202	0.0754411975462928	0.9698802487932381	0.014083107637103076	7.4448702550578005e-06	-17.957760547642238	nan
chr7	ENSG00000001626.10_13	STR_117273698	117273698	0.00169131870439	0.00155159509035	0.276951626247	-1.56500097022e-06	3.59649850156e-06	0.663907818196	0.07106628695349164	0.06867245654174502	0.3019308310268496	0.006002837019381868	0.005097956445622942	3.784846732521146	nan
chr7	ENSG00000001626.10_13	STR_117276873	117276873	-0.00151602665514	0.00463791855509	0.744193914476	1.01156267533e-05	1.50392844369e-05	0.502175662515	-0.03607716117452429	0.07843364173803323	0.6461657588660488	0.0041802572758316	0.0013288786383093276	4.883744823104053	nan
chr7	ENSG00000001626.10_13	STR_117277277	117277277	0.0316096894254	0.050664510618	0.533819861794	-0.0151357247804	0.0146072478437	0.302103124024	0.1350408222832724	0.09620508866537383	0.16285568360004346	0.02359731054015135	0.015277219661272268	-21.932237444562645	nan
chr7	ENSG00000001626.10_13	STR_117278385	117278385	-7.50223426832e-05	0.000910905661095	0.934423436473	-1.55984603485e-06	4.22247888687e-06	0.712118128782	-0.026536627000660295	0.06384145774905721	0.6779970668092047	0.0006615427939001828	0.0006615427939004048	-16.431499828612687	nan
chr7	ENSG00000001626.10_13	STR_117278791	117278791	0.0133386771253	0.018570475726	0.473327397625	-0.00258959179613	0.00314347322671	0.410918150068	0.044540376714408046	0.0693728302733428	0.5214899199566347	0.004780057039516228	0.0018047190836864013	-20.451951748772217	nan
chr7	ENSG00000001626.10_13	STR_117284469	117284469	-0.00930755300238	0.00575587799607	0.107164468823	-6.52519910135e-05	0.000138247497084	0.637354618338	-0.1520129852604613	0.06597662571239506	0.022061116559635736	0.022189785074452018	0.02129334497092783	-18.34380547179569	nan
chr7	ENSG00000001626.10_13	STR_117287734	117287734	-0.0609941254469	0.0957644909678	0.524899420081	0.011607293605	0.0110250504946	0.293685395941	-0.056890897276873506	0.0734668297713378	0.43960986158688153	0.008386439969842008	0.0029452755045920043	-18.45597472177144	nan
chr7	ENSG00000001626.10_13	STR_117288058	117288058	-0.00231010629696	0.00284814437426	0.418433935668	5.007680788e-06	5.19363466142e-06	0.336301419155	0.00614561851914309	0.07249890146174369	0.9325435038818413	0.0054173317933423615	4.1534042557800355e-05	17.68771500309299	nan
chr7	ENSG00000001626.10_13	STR_117288106	117288106	0.00565783239185	0.0132374239131	0.669717789576	0.000990977151843	0.00136311368302	0.468409095495	0.06191824628534053	0.08221124990428404	0.4525747369096117	0.007539447080637363	0.0038968268930089645	3.8558011280132973	nan
chr7	ENSG00000001626.10_13	STR_117288209	117288209	-0.00128650772439	0.000996367985593	0.197842335721	-1.29734058713e-06	1.84099575148e-06	0.481663958949	0.11288434087807339	0.06309087669456864	0.07479738483921856	0.014725093304818415	0.01274419168707186	1.523719924571651	nan
chr7	ENSG00000001626.10_13	STR_117289333	117289333	0.0124923463155	0.0234441608451	0.594699827572	-0.000117625985691	0.000465132238563	0.800603941722	-0.04563118813206348	0.06856743152386699	0.506465097692316	0.0024097751276708212	0.002104522390484198	4.195263857678128	nan
chr7	ENSG00000001626.10_13	STR_117289416	117289416	None	None	None	None	None	None	None	None	None	None	None	None	None
chr7	ENSG00000001626.10_13	STR_117289463	117289463	None	None	None	None	None	None	None	None	None	None	None	None	None
chr7	ENSG00000001626.10_13	STR_117289539	117289539	0.0699772832414	0.202043269499	0.729839154491	-0.00270169268101	0.0221591479938	0.903215467031	-0.10981542449821494	0.10418562436415879	0.29448476168300863	0.011476899077149771	0.011323832149087831	-4.246108316831624	nan
chr7	ENSG00000001626.10_13	STR_117300085	117300085	-0.121943463457	0.225476248939	0.589226215556	0.0265682039089	0.0346466836139	0.44408082828	-0.0779395908173589	0.07215738059538675	0.28137076018183876	0.008642764380836776	0.005742516123835251	-10.063870356098278	nan
chr7	ENSG00000001626.10_13	STR_117300721	117300721	0.0136494166901	0.0192875268611	0.479935558483	0.00201356039033	0.00860325855959	0.815179277626	0.0646568576854682	0.07300166102387852	0.37680237211748013	0.00400160115586079	0.003739300924509248	-21.589317288580332	nan
chr7	ENSG00000001626.10_13	STR_117303564	117303564	-0.048925081945	0.157305858427	0.756446907209	0.00015907852088	0.0156885716398	0.991930385136	0.10185972113082355	0.09895978487053536	0.3058449596474933	0.010589412561028855	0.0105883745385571	4.052089729576437	nan
